sample_id,case_id,boundary_type,x_star,y_star,u_bc,v_bc,p_bc,normal_x,normal_y
152,C-base,wall,8.16,0.35,0.0,0.0,,0.0,1.0
153,C-base,wall,8.32,0.35,0.0,0.0,,0.0,1.0
154,C-base,wall,8.48,0.35,0.0,0.0,,0.0,1.0
155,C-base,wall,8.64,0.35,0.0,0.0,,0.0,1.0
156,C-base,wall,8.8,0.35,0.0,0.0,,0.0,1.0
157,C-base,wall,8.96,0.35,0.0,0.0,,0.0,1.0
158,C-base,wall,9.120000000000001,0.35,0.0,0.0,,0.0,1.0
159,C-base,wall,9.28,0.35,0.0,0.0,,0.0,1.0
160,C-base,wall,9.44,0.35,0.0,0.0,,0.0,1.0
161,C-base,wall,9.6,0.35,0.0,0.0,,0.0,1.0
162,C-base,wall,9.76,0.35,0.0,0.0,,0.0,1.0
163,C-base,wall,9.92,0.35,0.0,0.0,,0.0,1.0
164,C-base,wall,10.08,0.35,0.0,0.0,,0.0,1.0
165,C-base,wall,10.24,0.35,0.0,0.0,,0.0,1.0
166,C-base,wall,10.4,0.35,0.0,0.0,,0.0,1.0
167,C-base,wall,10.56,0.35,0.0,0.0,,0.0,1.0
168,C-base,wall,10.72,0.35,0.0,0.0,,0.0,1.0
169,C-base,wall,10.88,0.35,0.0,0.0,,0.0,1.0
170,C-base,wall,11.040000000000001,0.35,0.0,0.0,,0.0,1.0
171,C-base,wall,11.200000000000001,0.35,0.0,0.0,,0.0,1.0
172,C-base,wall,11.36,0.35,0.0,0.0,,0.0,1.0
173,C-base,wall,11.52,0.35,0.0,0.0,,0.0,1.0
174,C-base,wall,11.68,0.35,0.0,0.0,,0.0,1.0
175,C-base,wall,11.84,0.35,0.0,0.0,,0.0,1.0
176,C-base,wall,12.0,0.35,0.0,0.0,,0.0,1.0
177,C-base,wall,12.16,0.35,0.0,0.0,,0.0,1.0
178,C-base,wall,12.32,0.35,0.0,0.0,,0.0,1.0
179,C-base,wall,12.48,0.35,0.0,0.0,,0.0,1.0
180,C-base,wall,12.64,0.35,0.0,0.0,,0.0,1.0
181,C-base,wall,12.8,0.35,0.0,0.0,,0.0,1.0
182,C-base,wall,12.96,0.35,0.0,0.0,,0.0,1.0
183,C-base,wall,13.120000000000001,0.35,0.0,0.0,,0.0,1.0
184,C-base,wall,13.280000000000001,0.35,0.0,0.0,,0.0,1.0
185,C-base,wall,13.44,0.35,0.0,0.0,,0.0,1.0
186,C-base,wall,13.6,0.35,0.0,0.0,,0.0,1.0
187,C-base,wall,13.76,0.35,0.0,0.0,,0.0,1.0
188,C-base,wall,13.92,0.35,0.0,0.0,,0.0,1.0
189,C-base,wall,14.08,0.35,0.0,0.0,,0.0,1.0
190,C-base,wall,14.24,0.35,0.0,0.0,,0.0,1.0
191,C-base,wall,14.4,0.35,0.0,0.0,,0.0,1.0
192,C-base,wall,14.56,0.35,0.0,0.0,,0.0,1.0
193,C-base,wall,14.72,0.35,0.0,0.0,,0.0,1.0
194,C-base,wall,14.88,0.35,0.0,0.0,,0.0,1.0
195,C-base,wall,15.040000000000001,0.35,0.0,0.0,,0.0,1.0
196,C-base,wall,15.200000000000001,0.35,0.0,0.0,,0.0,1.0
197,C-base,wall,15.36,0.35,0.0,0.0,,0.0,1.0
198,C-base,wall,15.52,0.35,0.0,0.0,,0.0,1.0
199,C-base,wall,15.68,0.35,0.0,0.0,,0.0,1.0
200,C-base,wall,15.84,0.35,0.0,0.0,,0.0,1.0
201,C-base,wall,16.0,0.35,0.0,0.0,,0.0,1.0
202,C-base,wall,0.0,-0.5,0.0,0.0,,0.0,-1.0
203,C-base,wall,0.16,-0.5,0.0,0.0,,0.0,-1.0
204,C-base,wall,0.32,-0.5,0.0,0.0,,0.0,-1.0
205,C-base,wall,0.48,-0.5,0.0,0.0,,0.0,-1.0
206,C-base,wall,0.64,-0.5,0.0,0.0,,0.0,-1.0
207,C-base,wall,0.8,-0.5,0.0,0.0,,0.0,-1.0
208,C-base,wall,0.96,-0.5,0.0,0.0,,0.0,-1.0
209,C-base,wall,1.12,-0.5,0.0,0.0,,0.0,-1.0
210,C-base,wall,1.28,-0.5,0.0,0.0,,0.0,-1.0
211,C-base,wall,1.44,-0.5,0.0,0.0,,0.0,-1.0
212,C-base,wall,1.6,-0.5,0.0,0.0,,0.0,-1.0
213,C-base,wall,1.76,-0.5,0.0,0.0,,0.0,-1.0
